Takes 1.41555285454 seconds to evaluate 500 spectra with 5000 training values.

         7793609 function calls (7741824 primitive calls) in 64.609 seconds

   Ordered by: cumulative time

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
        1    0.000    0.000    0.000    0.000 trf.py:95(<module>)
      210    0.000    0.000    0.000    0.000 _distn_infrastructure.py:711(<genexpr>)
        2    0.000    0.000    0.000    0.000 __init__.py:9(<module>)
      762    0.000    0.000    0.000    0.000 lines.py:549(get_markevery)
        6    0.000    0.000    0.000    0.000 shape_base.py:319(dstack)
        6    0.000    0.000    0.000    0.000 contour.py:1191(_process_levels)
        8    0.000    0.000    0.000    0.000 __init__.py:75(CFUNCTYPE)
       36    0.000    0.000    0.000    0.000 cbook.py:846(flatten)
       14    0.000    0.000    0.000    0.000 cycler.py:191(_from_iter)
        1    0.000    0.000    0.000    0.000 hashing.py:4(<module>)
        1    0.000    0.000    0.000    0.000 __init__.py:10(<module>)
        1    0.000    0.000    0.000    0.000 camb.py:18(_MatterTransferData)
       24    0.000    0.000    0.000    0.000 fromnumeric.py:1856(sometrue)
       40    0.000    0.000    0.000    0.000 _inspect.py:98(getargspec)
       74    0.000    0.000    0.000    0.000 pyparsing.py:2566(<genexpr>)
       51    0.000    0.000    0.000    0.000 bbn.py:38(ypBBN_to_yhe)
        9    0.000    0.000    0.000    0.000 inspect.py:845(formatargspec)
        1    0.000    0.000    0.000    0.000 calendar.py:488(TimeEncoding)
        1    0.000    0.000    0.000    0.000 artist.py:77(Artist)
        3    0.000    0.000    0.000    0.000 contour.py:1292(_process_linestyles)
      201    0.000    0.000    0.000    0.000 _base.py:3269(get_navigate)
      237    0.000    0.000    0.000    0.000 backend_agg.py:264(get_canvas_width_height)
      236    0.000    0.000    0.000    0.000 {method 'remove' of 'list' objects}
      106    0.000    0.000    0.000    0.000 patches.py:253(set_antialiased)
        1    0.000    0.000    0.000    0.000 lbfgsb.py:9(<module>)
       51    0.000    0.000    0.000    0.000 posixpath.py:120(dirname)
        1    0.000    0.000    0.000    0.000 legendre.py:83(<module>)
        1    0.000    0.000    0.000    0.000 random.py:4(<module>)
       24    0.000    0.000    0.000    0.000 subprocess.py:755(__del__)
       32    0.000    0.000    0.000    0.000 cbook.py:793(is_scalar_or_string)
       29    0.000    0.000    0.000    0.000 fromnumeric.py:1619(compress)
       20    0.000    0.000    0.000    0.000 transforms.py:408(_get_extents)
        2    0.000    0.000    0.000    0.000 coo.py:217(_check)
      762    0.000    0.000    0.000    0.000 markers.py:227(get_capstyle)
        1    0.000    0.000    0.000    0.000 multiclass.py:29(<module>)
      266    0.000    0.000    0.000    0.000 pyplot.py:2184(pad)
       24    0.000    0.000    0.000    0.000 {built-in method setToolTip}
        1    0.000    0.000    0.000    0.000 <string>:1(ParseResult)
        6    0.000    0.000    0.000    0.000 contour.py:1158(_contour_level_args)
       52    0.000    0.000    0.000    0.000 _pylab_helpers.py:105(get_all_fig_managers)
        1    0.000    0.000    0.000    0.000 ctypeslib.py:51(<module>)
       67    0.000    0.000    0.000    0.000 cm.py:138(get_cmap)
        9    0.000    0.000    0.000    0.000 backend_bases.py:1801(draw_event)
        1    0.000    0.000    0.000    0.000 py3k.py:71(sixu)
       19    0.000    0.000    0.000    0.000 _base.py:3569(set_cursor_props)
       81    0.000    0.000    0.000    0.000 UserDict.py:91(get)
        1    0.000    0.000    0.000    0.000 transforms.py:1327(transform_affine)
        1    0.000    0.000    0.000    0.000 logger.py:5(<module>)
        1    0.000    0.000    0.000    0.000 linesearch.py:13(<module>)
      270    0.000    0.000    0.000    0.000 axis.py:1432(have_units)
       27    0.000    0.000    0.000    0.000 fromnumeric.py:718(sort)
      435    0.000    0.000    0.000    0.000 font_manager.py:739(get_style)
        3    0.000    0.000    0.000    0.000 {built-in method setCursor}
        2    0.000    0.000    0.000    0.000 numeric.py:2310(allclose)
        7    0.000    0.000    0.000    0.000 mathtext.py:3072(__init__)
        3    0.000    0.000    0.000    0.000 _base.py:2844(set_xticks)
      103    0.000    0.000    0.000    0.000 patches.py:446(set_hatch)
      118    0.000    0.000    0.000    0.000 figure.py:152(__call__)
      126    0.000    0.000    0.000    0.000 sre_parse.py:236(_class_escape)
        1    0.000    0.000    0.000    0.000 _validation.py:1(<module>)
        5    0.000    0.000    0.000    0.000 figure.py:100(remove)
       52    0.000    0.000    0.000    0.000 {method 'in_dll' of '_ctypes.PyCSimpleType' objects}
      178    0.000    0.000    0.000    0.000 pyparsing.py:1021(preParse)
       24    0.000    0.000    0.000    0.000 subprocess.py:1346(_handle_exitstatus)
        1    0.000    0.000    0.000    0.000 flinalg.py:5(<module>)
       33    0.000    0.000    0.000    0.000 numerictypes.py:603(obj2sctype)
        1    0.000    0.000    0.000    0.000 slsqp.py:14(<module>)
        1    0.000    0.000    0.000    0.000 distance.py:63(<module>)
       22    0.000    0.000    0.000    0.000 locale.py:349(_replace_encoding)
       96    0.000    0.000    0.000    0.000 arrayprint.py:450(_extendLine)
       14    0.000    0.000    0.000    0.000 copy_reg.py:95(_slotnames)
        1    0.000    0.000    0.000    0.000 __init__.py:11(<module>)
        3    0.000    0.000    0.000    0.000 {singleShot}
        2    0.000    0.000    0.000    0.000 index_tricks.py:151(__getitem__)
        1    0.000    0.000    0.000    0.000 parser.py:48(_timelex)
        1    0.000    0.000    0.000    0.000 omp.py:2(<module>)
        1    0.000    0.000    0.000    0.000 dviread.py:20(<module>)
       19    0.000    0.000    0.000    0.000 _base.py:1251(set_anchor)
        1    0.000    0.000    0.000    0.000 ticker.py:1597(view_limits)
        1    0.000    0.000    0.000    0.000 figure.py:506(suptitle)
        1    0.000    0.000    0.000    0.000 quiver.py:15(<module>)
     1341    0.000    0.000    0.000    0.000 _mathtext_data.py:1770(<genexpr>)
        3    0.000    0.000    0.000    0.000 figure.py:74(__init__)
        1    0.000    0.000    0.000    0.000 axis.py:2170(set_ticks_position)
       20    0.000    0.000    0.000    0.000 ticker.py:1489(is_close_to_int)
      156    0.000    0.000    0.000    0.000 _base.py:271(<genexpr>)
       19    0.000    0.000    0.000    0.000 figure.py:155(__contains__)
        1    0.000    0.000    0.000    0.000 cobyla.py:11(<module>)
        1    0.000    0.000    0.000    0.000 coo.py:1(<module>)
      768    0.000    0.000    0.000    0.000 markers.py:257(get_path)
        1    0.000    0.000    0.000    0.000 mstats.py:94(<module>)
      200    0.000    0.000    0.000    0.000 core.py:1486(make_mask)
        3    0.000    0.000    0.000    0.000 core.py:3923(__sub__)
       55    0.000    0.000    0.000    0.000 pyparsing.py:2011(__str__)
        7    0.000    0.000    0.000    0.000 gridspec.py:194(__init__)
       16    0.000    0.000    0.000    0.000 pyparsing.py:2682(__str__)
      435    0.000    0.000    0.000    0.000 font_manager.py:769(get_stretch)
        1    0.000    0.000    0.000    0.000 figure.py:242(Figure)
      411    0.000    0.000    0.000    0.000 axis.py:231(get_loc)
       15    0.000    0.000    0.000    0.000 core.py:311(maximum_fill_value)
        4    0.000    0.000    0.000    0.000 {instance}
       25    0.000    0.000    0.000    0.000 collections.py:563(set_antialiased)
       18    0.000    0.000    0.000    0.000 path.py:702(unit_circle)
       15    0.000    0.000    0.000    0.000 core.py:248(minimum_fill_value)
       84    0.000    0.000    0.000    0.000 ticker.py:989(raise_if_exceeds)
       20    0.000    0.000    0.000    0.000 figure.py:811(fixitems)
       78    0.000    0.000    0.000    0.000 linalg.py:101(get_linalg_error_extobj)
        1    0.000    0.000    0.000    0.000 api.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _monotone.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _pylab_helpers.py:3(<module>)
        3    0.000    0.000    0.000    0.000 numeric.py:365(extend_all)
      144    0.000    0.000    0.000    0.000 copy.py:267(_keep_alive)
        2    0.000    0.000    0.000    0.000 numeric.py:2375(isclose)
        1    0.000    0.000    0.000    0.000 _iotools.py:3(<module>)
        6    0.000    0.000    0.000    0.000 npyio.py:784(<genexpr>)
        1    0.000    0.000    0.000    0.000 colorbar.py:803(_mesh)
        1    0.000    0.000    0.000    0.000 _trustregion_dogleg.py:1(<module>)
      324    0.000    0.000    0.000    0.000 backend_bases.py:986(set_dashes)
        4    0.000    0.000    0.000    0.000 compressed.py:126(check_format)
      259    0.000    0.000    0.000    0.000 contextlib.py:12(__init__)
        1    0.000    0.000    0.000    0.000 recombination.py:1(<module>)
        6    0.000    0.000    0.000    0.000 {built-in method addSeparator}
      514    0.000    0.000    0.000    0.000 {method 'setdefault' of 'dict' objects}
        1    0.000    0.000    0.000    0.000 numerictypes.py:957(_register_types)
      581    0.000    0.000    0.000    0.000 {method 'endswith' of 'str' objects}
        1    0.000    0.000    0.000    0.000 special_matrices.py:1(<module>)
       42    0.000    0.000    0.000    0.000 _base.py:2808(get_xscale)
        1    0.000    0.000    0.000    0.000 zeros.py:1(<module>)
      401    0.000    0.000    0.000    0.000 transforms.py:2047(get_affine)
        6    0.000    0.000    0.000    0.000 figure.py:751(set_edgecolor)
       81    0.000    0.000    0.000    0.000 collections.py:176(get_offset_transform)
      509    0.000    0.000    0.000    0.000 {method 'group' of '_sre.SRE_Match' objects}
        1    0.000    0.000    0.000    0.000 figure.py:1283(text)
        4    0.000    0.000    0.000    0.000 _abcoll.py:548(update)
        1    0.000    0.000    0.000    0.000 nnls.py:1(<module>)
     2412    0.000    0.000    0.000    0.000 {method 'isalnum' of 'str' objects}
       25    0.000    0.000    0.000    0.000 backend_bases.py:3140(update)
        1    0.000    0.000    0.000    0.000 pyparsing.py:2490(setResultsName)
        1    0.000    0.000    0.000    0.000 _polybase.py:8(<module>)
        3    0.000    0.000    0.000    0.000 figure.py:1040(clf)
      435    0.000    0.000    0.000    0.000 font_manager.py:758(get_weight)
       83    0.000    0.000    0.000    0.000 ticker.py:1123(__call__)
        6    0.000    0.000    0.000    0.000 {numpy.core.multiarray.bincount}
       19    0.000    0.000    0.000    0.000 __init__.py:54(get_projection_class)
        1    0.000    0.000    0.000    0.000 model.py:177(CAMBparams)
        1    0.000    0.000    0.000    0.000 bicluster.py:1(<module>)
        1    0.000    0.000    0.000    0.000 laguerre.py:59(<module>)
       11    0.000    0.000    0.000    0.000 sputils.py:125(get_index_dtype)
       24    0.000    0.000    0.000    0.000 {gc.enable}
        1    0.000    0.000    0.000    0.000 scimath.py:17(<module>)
       51    0.000    0.000    0.000    0.000 reionization.py:37(set_tau)
        5    0.000    0.000    0.000    0.000 backend_bases.py:1968(enter_notify_event)
        5    0.000    0.000    0.000    0.000 axis.py:661(set_label_coords)
        1    0.000    0.000    0.000    0.000 opcode.py:5(<module>)
        1    0.000    0.000    0.000    0.000 bisect.py:1(<module>)
      200    0.000    0.000    0.000    0.000 pyparsing.py:1618(__hash__)
       26    0.000    0.000    0.000    0.000 numerictypes.py:229(bitname)
        1    0.000    0.000    0.000    0.000 streamplot.py:4(<module>)
        1    0.000    0.000    0.000    0.000 _multivariate.py:767(__init__)
        4    0.000    0.000    0.000    0.000 {posix.open}
       23    0.000    0.000    0.000    0.000 rcsetup.py:52(__init__)
      145    0.000    0.000    0.000    0.000 sre_parse.py:74(opengroup)
      156    0.000    0.000    0.000    0.000 linalg.py:111(isComplexType)
        1    0.000    0.000    0.000    0.000 patches.py:1072(Arrow)
        5    0.000    0.000    0.000    0.000 cbook.py:1396(remove)
      402    0.000    0.000    0.000    0.000 misc.py:169(_datacopied)
      411    0.000    0.000    0.000    0.000 backend_bases.py:1069(set_url)
        3    0.000    0.000    0.000    0.000 npyio.py:652(_getconv)
        1    0.000    0.000    0.000    0.000 __init__.py:49(create_string_buffer)
        3    0.000    0.000    0.000    0.000 weakref.py:299(remove)
      116    0.000    0.000    0.000    0.000 artist.py:412(pickable)
      237    0.000    0.000    0.000    0.000 {math.sin}
       25    0.000    0.000    0.000    0.000 __init__.py:49(normalize_encoding)
        1    0.000    0.000    0.000    0.000 axis.py:761(set_tick_params)
        1    0.000    0.000    0.000    0.000 glob.py:1(<module>)
        1    0.000    0.000    0.000    0.000 path.py:715(circle)
      435    0.000    0.000    0.000    0.000 font_manager.py:796(get_file)
      396    0.000    0.000    0.000    0.000 artist.py:558(get_sketch_params)
       60    0.000    0.000    0.000    0.000 transforms.py:298(_get_y0)
       33    0.000    0.000    0.000    0.000 posixpath.py:251(expanduser)
       78    0.000    0.000    0.000    0.000 linalg.py:198(_assertRankAtLeast2)
        9    0.000    0.000    0.000    0.000 contextlib.py:54(contextmanager)
       40    0.000    0.000    0.000    0.000 fromnumeric.py:1686(clip)
        1    0.000    0.000    0.000    0.000 fftpack.py:32(<module>)
        1    0.000    0.000    0.000    0.000 base64.py:3(<module>)
      138    0.000    0.000    0.000    0.000 colors.py:353(<genexpr>)
        1    0.000    0.000    0.000    0.000 _multivariate.py:331(__init__)
        9    0.000    0.000    0.000    0.000 extras.py:231(__init__)
       15    0.000    0.000    0.000    0.000 transforms.py:338(_get_ymin)
        1    0.000    0.000    0.000    0.000 core.py:3939(__mul__)
        1    0.000    0.000    0.000    0.000 model.py:150(TransferParams)
        1    0.000    0.000    0.000    0.000 _add_newdocs.py:1(<module>)
        1    0.000    0.000    0.000    0.000 dates.py:1338(MicrosecondLocator)
      143    0.000    0.000    0.000    0.000 copy_reg.py:92(__newobj__)
        1    0.000    0.000    0.000    0.000 bayes.py:3(<module>)
        1    0.000    0.000    0.000    0.000 scale.py:260(__init__)
        1    0.000    0.000    0.000    0.000 polyint.py:1(<module>)
        1    0.000    0.000    0.000    0.000 base.py:2(<module>)
       16    0.000    0.000    0.000    0.000 __init__.py:60(__call__)
        1    0.000    0.000    0.000    0.000 chebyshev.py:87(<module>)
       10    0.000    0.000    0.000    0.000 threading.py:187(release)
        1    0.000    0.000    0.000    0.000 bbn.py:5(<module>)
      154    0.000    0.000    0.000    0.000 text.py:889(get_position)
